Classification,Name
moisturizer-humectant,Hesperis-Sibirica-Flower/Leaf/Stem-Extract
moisturizer-humectant,Hexacarboxymethyl-Dipeptide-12
moisturizer-humectant,Hexapeptide-10
moisturizer-humectant,Hexyl-3-Glyceryl-Ascorbate
moisturizer-humectant,Hexylglycerin
moisturizer-humectant,Hibbertia-Scandens-Leaf-Extract
moisturizer-humectant,Hibiscus-Rosa-Sinensis-Flower-Extract
moisturizer-humectant,Histidine
moisturizer-humectant,Honey
moisturizer-humectant,Honey-Extract
moisturizer-humectant,Hordeum-Vulgare-Leaf-Powder
moisturizer-humectant,Hordeum-Vulgare-Sprout-Extract
moisturizer-humectant,Human-Umbilical-Mesenchymal-Stem-Cell-Conditioned-Media
moisturizer-humectant,Hyaluronic-Acid
moisturizer-humectant,Hyaluronic-Acid/Polyglutamic-Acid-Crosspolymer
moisturizer-humectant,Hydrangea-Paniculata-Flower/Fruit-Extract
moisturizer-humectant,Hydrogenated-Honey
moisturizer-humectant,Hydrogenated-Soybean-Oil
moisturizer-humectant,Hydrogenated-Starch-Hydrolysate
moisturizer-humectant,Hydrolyzed-Artemisia-Vulgaris-Leaf
moisturizer-humectant,Hydrolyzed-Camellia-Sinensis-Leaf
moisturizer-humectant,Hydrolyzed-Chicken-Cartilage-Extract
moisturizer-humectant,Hydrolyzed-Codonopsis-Pilosula-Root-Extract
moisturizer-humectant,Hydrolyzed-Coix-Lacryma-Jobi-Ma-Yuen-Seed
moisturizer-humectant,Hydrolyzed-Collagen
moisturizer-humectant,Hydrolyzed-Corn-Starch
moisturizer-humectant,Hydrolyzed-Corn-Starch-Hydroxyethyl-Ether
moisturizer-humectant,Hydrolyzed-Egg-Shell-Membrane
moisturizer-humectant,Hydrolyzed-Elastin
moisturizer-humectant,Hydrolyzed-Fish-Scale/Skin-Extract
moisturizer-humectant,Hydrolyzed-Glycosaminoglycans
moisturizer-humectant,Hydrolyzed-Hyaluronic-Acid
moisturizer-humectant,Hydrolyzed-Keratin
moisturizer-humectant,Hydrolyzed-Lactobacillus/Streptococcus-Thermophilus/Colostrum-Ferment-Extract
moisturizer-humectant,Hydrolyzed-Linseed-Seed
moisturizer-humectant,Hydrolyzed-Marine-Collagen
moisturizer-humectant,Hydrolyzed-Nettle-Leaf-Extract
moisturizer-humectant,Hydrolyzed-Phyllostachys-Bambusoides
moisturizer-humectant,Hydrolyzed-Placental-Protein
moisturizer-humectant,Hydrolyzed-Proanthocyanidin
moisturizer-humectant,Hydrolyzed-Sclerotium-Gum
moisturizer-humectant,Hydrolyzed-Silk
moisturizer-humectant,Hydrolyzed-Sodium-Hyaluronate
moisturizer-humectant,Hydrolyzed-Soy-Protein
moisturizer-humectant,Hydrolyzed-Starch
moisturizer-humectant,Hydrolyzed-Tremella-Fuciformis-Polysaccharide
moisturizer-humectant,Hydrolyzed-Tremella-Fuciformis-Sporocarp-Extract
moisturizer-humectant,Hydrolyzed-Trigonella-Foenum-Graecum-Seed-Extract
moisturizer-humectant,Hydrolyzed-Wheat-Bran
moisturizer-humectant,Hydrolyzed-Wheat-Gluten
moisturizer-humectant,Hydrolyzed-Wheat-Protein
moisturizer-humectant,Hydrolyzed-Wool
moisturizer-humectant,Hydrolyzed-Yeast-Extract
moisturizer-humectant,Hydroxyethyl-Urea
moisturizer-humectant,Hydroxyethylcellulose/Phosphorylcholine-Glycol-Acrylate-Copolymer
moisturizer-humectant,Hydroxypropyl-Bis-Hydroxyethyldimonium-Chloride
moisturizer-humectant,Hydroxypropyl-Oxidized-Starch-Pg-Trimonium-Chloride
moisturizer-humectant,Hydroxypropylammonium-Gluconate
moisturizer-humectant,Hydroxypropylgluconamide
moisturizer-humectant,Hydroxypropyltrimonium-Corn/Wheat/Soy-Amino-Acids
moisturizer-humectant,Hydroxypropyltrimonium-Lemon-Protein
moisturizer-humectant,Imperata-Cylindrica-Root-Extract
moisturizer-humectant,Inositol
moisturizer-humectant,Iris-Sibirica-Root-Extract
moisturizer-humectant,Isomalt
moisturizer-humectant,Isopentyldiol
moisturizer-humectant,Isosorbide
moisturizer-humectant,Isosorbide-Dicaprylate
moisturizer-humectant,Isosorbide-Disunflowerseedate
moisturizer-humectant,Jasminum-Officinale-Extract
moisturizer-humectant,Jasminum-Officinale-Flower/Leaf-Extract
moisturizer-humectant,Jasminum-Officinale-Oil
moisturizer-humectant,Jellyfish-Extract
moisturizer-humectant,Jojoba-Esters
moisturizer-humectant,Juniperus-Sibirica-Needle-Extract
moisturizer-humectant,Kalanchoe-Daigremontiana-Leaf-Extract
moisturizer-humectant,Kunzea-Pomifera-Seed-Oil
moisturizer-humectant,Lactamide-Mea
moisturizer-humectant,Lactic-Acid
moisturizer-humectant,Lactitol
moisturizer-humectant,Lactobacillus-Extract-Filtrate
moisturizer-humectant,Lactobacillus/Collagen-Ferment-Filtrate
moisturizer-humectant,Lactobacillus/Date-Fruit-Ferment-Extract
moisturizer-humectant,Lactobacillus/Eriodictyon-Californicum-Ferment-Extract
moisturizer-humectant,Lactobacillus/Hydrolyzed-Collagen-Ferment-Filtrate-Extract
moisturizer-humectant,Lactobacillus/Kelp-Ferment-Filtrate
moisturizer-humectant,Lactobacillus/Leuconostoc/Acetobacter/Kluyveromyces/Saccharomyces-Milk-Ferment-Filtrate
moisturizer-humectant,Lactobacillus/Leuconostoc/Blueberry-Fruit-Extract-Ferment-Filtrate
moisturizer-humectant,Lactobacillus/Leuconostoc/Broccoli-Extract-Ferment-Filtrate
moisturizer-humectant,Lactobacillus/Leuconostoc/Coconut-Fruit-Extract-Ferment-Filtrate
moisturizer-humectant,Lactobacillus/Leuconostoc/Orange-Fruit-Extract-Ferment-Filtrate
moisturizer-humectant,Lactobacillus/Leuconostoc/Tomato-Fruit-Extract-Ferment-Filtrate
moisturizer-humectant,Lactobacillus/Milk-Solids/Soybean-Oil-Ferment
moisturizer-humectant,Lactobacillus/Nereocystis-Luetkeana-Ferment-Filtrate
moisturizer-humectant,Lactobacillus/Olea-Europaea-Leaf-Ferment-Extract
moisturizer-humectant,Lactobacillus/Olive-Leaf-Ferment-Extract
moisturizer-humectant,Lactobacillus/Punica-Granatum-Fruit-Juice-Ferment-Filtrate
moisturizer-humectant,Lactobacillus/Turmeric-Ferment-Filtrate
moisturizer-humectant,Lactococcus/Hyaluronic-Acid-Ferment-Filtrate
moisturizer-humectant,Lactose
moisturizer-humectant,Laminaria-Algae-Extract
moisturizer-humectant,Laminaria-Saccharina-Extract
moisturizer-humectant,Larix-Europaea-Wood-Extract
moisturizer-humectant,Larix-Sibirica-Needle-Extract
moisturizer-humectant,Laurus-Nobilis-Leaf-Water
moisturizer-humectant,Lauryl-Pca
moisturizer-humectant,Lavandula-Angustifolia-Flower/Leaf/Stem-Oil
moisturizer-humectant,Lavandula-Angustifolia-Flower/Leaf/Stem-Water
moisturizer-humectant,Lens-Esculenta-Fruit-Extract
moisturizer-humectant,Leontopodium-Alpinum-Callus-Culture-Extract
moisturizer-humectant,Lepidium-Meyenii-Root-Powder
moisturizer-humectant,Lilium-Hybrid-Flower-Extract
moisturizer-humectant,Lilium-Tigrinum-Root-Extract
moisturizer-humectant,Limonium-Tetragonum-Extract
moisturizer-humectant,Litsea-Glutinosa-Leaf-Extract
moisturizer-humectant,Lonicera-Caerulea-Fruit-Juice
moisturizer-humectant,Lysine-PCA
moisturizer-humectant,Magnesium-Pca
moisturizer-humectant,Magnesium-Stearate
moisturizer-humectant,Maltitol
moisturizer-humectant,Maltose
moisturizer-humectant,Manganese-Pca
moisturizer-humectant,Mannitol
moisturizer-humectant,Mannose
moisturizer-humectant,Maris-Aqua
moisturizer-humectant,Meadowfoamamidopropyl-Betaine
moisturizer-humectant,Melastoma-Candidum-Extract
moisturizer-humectant,Melibiose
moisturizer-humectant,Menthyl-Nicotinate
moisturizer-humectant,Menthyl-Pca
moisturizer-humectant,Mesembryanthemum-Crystallinum-Callus-Extract
moisturizer-humectant,Mesembryanthemum-Crystallinum-Extract
moisturizer-humectant,Mesembryanthemum-Crystallinum-Juice
moisturizer-humectant,Methoxy-PEG-10
moisturizer-humectant,Methoxypropylgluconamide
moisturizer-humectant,Methyl-Carboxymethylphenyl-Aminocarboxypropylphosphonate
moisturizer-humectant,Methyl-Gluceth-10
moisturizer-humectant,Methyl-Gluceth-20
moisturizer-humectant,Methyl-Glucose-Dioleate
moisturizer-humectant,Methylheptylglycerin
moisturizer-humectant,Mevalonolactone
moisturizer-humectant,Monascus/Argania-Spinosa-Seedcake-Ferment-Oil
moisturizer-humectant,Morus-Alba-Extract
moisturizer-humectant,Myrica-Cerifera-Fruit-Extract
moisturizer-humectant,Myrica-Esculenta-Bark-Extract
moisturizer-humectant,Myristica-Fragrans-Seed
moisturizer-humectant,Myristyl-Malate-Phosphonic-Acid
moisturizer-humectant,Myrothamnus-Flabellifolia-Callus-Culture-Extract
moisturizer-humectant,Myrothamnus-Flabellifolia-Extract
moisturizer-humectant,Myrothamnus-Flabellifolia-Leaf/Stem-Extract
moisturizer-humectant,Nannochloropsis-Oculata-Extract
moisturizer-humectant,Nelumbo-Nucifera-Callus-Culture-Extract
moisturizer-humectant,Nelumbo-Nucifera-Phytoplacenta-Culture-Extract
moisturizer-humectant,Nepeta-Sibirica-Flower/Leaf/Stem-Extract
moisturizer-humectant,Niacinamide
moisturizer-humectant,Octyldodecyl-Citrate-Crosspolymer
moisturizer-humectant,Oenocarpus-Bacaba-Fruit-Oil
moisturizer-humectant,Oenocarpus-Bataua-Fruit-Oil
moisturizer-humectant,Olive-Glycerides
moisturizer-humectant,Opuntia-Ficus-Indica-Callus-Culture-Extract
moisturizer-humectant,Opuntia-Ficus-Indica-Extract
moisturizer-humectant,Opuntia-Ficus-Indica-Fruit-Extract
moisturizer-humectant,Opuntia-Ficus-Indica-Stem
moisturizer-humectant,Opuntia-Humifusa-Flower/Stem-Extract
moisturizer-humectant,Opuntia-Streptacantha-Stem-Extract
moisturizer-humectant,Orchid-Root-Extract
moisturizer-humectant,Oryza-Sativa-Hull-Extract
moisturizer-humectant,PEG-10
moisturizer-humectant,PEG-10-Propylene-Glycol
moisturizer-humectant,PEG-100
moisturizer-humectant,PEG-12
moisturizer-humectant,PEG-14
moisturizer-humectant,PEG-150
moisturizer-humectant,PEG-18
moisturizer-humectant,PEG-180
moisturizer-humectant,PEG-20
moisturizer-humectant,PEG-20-Stearate
moisturizer-humectant,PEG-200
moisturizer-humectant,PEG-220
moisturizer-humectant,PEG-240
moisturizer-humectant,PEG-32
moisturizer-humectant,PEG-33
moisturizer-humectant,PEG-4
moisturizer-humectant,PEG-40
moisturizer-humectant,PEG-45
moisturizer-humectant,PEG-45M
moisturizer-humectant,PEG-55
moisturizer-humectant,PEG-6
moisturizer-humectant,PEG-60
moisturizer-humectant,PEG-7
moisturizer-humectant,PEG-7-Amodimethicone
moisturizer-humectant,PEG-75
moisturizer-humectant,PEG-8
moisturizer-humectant,PEG-8-Stearate
moisturizer-humectant,PEG-80
moisturizer-humectant,PEG-800
moisturizer-humectant,PEG-9
moisturizer-humectant,PEG-90
moisturizer-humectant,PEG/PPG-8/3-Laurate
moisturizer-humectant,PEG/PPG/Polybutylene-Glycol-8/5/3-Glycerin
moisturizer-humectant,PPG-10-Methyl-Glucose-Ether
moisturizer-humectant,PPG-26/Dimer-Dilinoleate-Copolymer
moisturizer-humectant,Paecilomyces-Japonica-Mycelium/Ginseng-Root-Ferment-Extract-Filtrate
moisturizer-humectant,Palmitoyl-Palmitamide-Mea
moisturizer-humectant,Panax-Ginseng-Root-Protoplasts
moisturizer-humectant,Panax-Notoginseng-Root-Extract
moisturizer-humectant,Panthenol
moisturizer-humectant,Pantoea/Rice-Bran-Ferment-Extract-Filtrate
moisturizer-humectant,Pantolactone
moisturizer-humectant,Passiflora-Edulis-Peel-Extract
moisturizer-humectant,Pca
moisturizer-humectant,Pca-Ethyl-Cocoyl-Arginate
moisturizer-humectant,Pediococcus/Panax-Ginseng-Adventitious-Root-Extract-Ferment-Extract
moisturizer-humectant,Pentaerythritol
moisturizer-humectant,Pentylene-Glycol
moisturizer-humectant,Persea-Gratissima-Fruit-Extract
moisturizer-humectant,Persea-Gratissima-Seed-Extract
moisturizer-humectant,Peucedanum-Japonicum-Leaf/Stem-Extract
moisturizer-humectant,Phaeodactylum-Tricornutum-Extract
moisturizer-humectant,Phalaenopsis-Amabilis-Extract
moisturizer-humectant,Phaseolus-Angularis-Seed-Extract
moisturizer-humectant,Phaseolus-Radiatus-Sprout-Extract
moisturizer-humectant,Phaseolus-Trilobus-Seed-Extract
moisturizer-humectant,Phellinus-Linteus/Rice-Ferment-Extract
moisturizer-humectant,Phoenix-Dactylifera-Seed-Extract
moisturizer-humectant,Pholiota-Microspora-Polysaccharides
moisturizer-humectant,Phormium-Tenax-Leaf-Juice
moisturizer-humectant,Phyllanthus-Emblica--Fruit-Extract
moisturizer-humectant,Phyllanthus-Emblica-Fruit-Juice
moisturizer-humectant,Phyllostachys-Edulis-Extract
moisturizer-humectant,Phytantriol
moisturizer-humectant,Phytolacca-Bogotensis-Leaf-Extract
moisturizer-humectant,Phytosteryl-Rice-Branate
moisturizer-humectant,Picea-Obovata-Needle-Extract
moisturizer-humectant,Pichia-Ferment-Lysate-Filtrate
moisturizer-humectant,Pimpinella-Saxifraga-Extract
moisturizer-humectant,Pinus-Pumila-Needle-Extract
moisturizer-humectant,Pinus-Sibirica-Needle-Extract
moisturizer-humectant,Piptadenia-Colubrina-Peel-Extract
moisturizer-humectant,Pisum-Sativum-Callus-Extract
moisturizer-humectant,Pisum-Sativum-Phytoplacenta-Extract
moisturizer-humectant,Placental-Protein
moisturizer-humectant,Platonia-Insignis-Seed-Butter
moisturizer-humectant,Pleurotus-Cystidiosus-Ferment-Filtrate
moisturizer-humectant,Plukenetia-Volubilis-Seed-Oil
moisturizer-humectant,Pna-19-Carboxyethyl-Fluorene
moisturizer-humectant,Polyamino-Sugar-Condensate
moisturizer-humectant,Polydextrose
moisturizer-humectant,Polyglucuronic-Acid
moisturizer-humectant,Polyglutamic-Acid
moisturizer-humectant,Polyglycerin-10
moisturizer-humectant,Polyglycerin-20
moisturizer-humectant,Polyglycerin-3
moisturizer-humectant,Polyglycerin-4
moisturizer-humectant,Polyglycerin-6
moisturizer-humectant,Polyglyceryl-Sorbitol
moisturizer-humectant,Polyglyceryl-3-Stearate/Isostearate/Dimer-Dilinoleate-Crosspolymer
moisturizer-humectant,Polypodium-Vulgare-Rhizome-Extract
moisturizer-humectant,Polyquaternium-51
moisturizer-humectant,Polyquaternium-71
moisturizer-humectant,Polysiphonia-Elongata-Extract
moisturizer-humectant,Potassium-Lactate
moisturizer-humectant,Potassium-Olivoyl-Pca
moisturizer-humectant,Potassium-Pca
moisturizer-humectant,Propanediol
moisturizer-humectant,Propylene-Glycol
moisturizer-humectant,Propylene-Glycol-Hyaluronate
moisturizer-humectant,Prostanthera-Incisa-Leaf-Extract
moisturizer-humectant,Prunus-Amygdalus-Dulcis-Flower-Extract
moisturizer-humectant,Prunus-Armeniaca-Juice
moisturizer-humectant,Prunus-Cerasus-Bud-Extract
moisturizer-humectant,Prunus-Cerasus-Extract
moisturizer-humectant,Prunus-Domestica-Fruit-Extract
moisturizer-humectant,Prunus-Mume-Branch/Bud/Leaf/Twig-Water
moisturizer-humectant,Prunus-Mume-Extract
moisturizer-humectant,Prunus-Mume-Fruit-Extract
moisturizer-humectant,Prunus-Mume-Fruit-Water
moisturizer-humectant,Prunus-Persica-Bud-Extract
moisturizer-humectant,Prunus-Persica-Extract
moisturizer-humectant,Prunus-Persica-Flower-Extract
moisturizer-humectant,Prunus-Persica-Fruit-Extract
moisturizer-humectant,Prunus-Persica-Juice
moisturizer-humectant,Prunus-Persica-Kernel-Extract
moisturizer-humectant,Prunus-Persica-Leaf-Extract
moisturizer-humectant,Prunus-Persica-Resin-Extract
moisturizer-humectant,Prunus-Serotina-Bark-Extract
moisturizer-humectant,Prunus-Serotina-Fruit-Extract
moisturizer-humectant,Prunus-Speciosa-Flower-Extract
moisturizer-humectant,Prunus-Yedoensis-Flower-Extract
moisturizer-humectant,Pseudoalteromonas-Exopolysaccharides
moisturizer-humectant,Pseudoalteromonas-Ferment-Extract
moisturizer-humectant,Pseudozyma-Epicola/Camellia-Japonica-Seed-Oil-Ferment-Extract-Filtrate
moisturizer-humectant,Pseudozyma-Epicola/Camellia-Sinensis-Seed-Oil-Ferment-Extract-Filtrate
moisturizer-humectant,Pseudozyma-Epicola/Camellia-Sinensis-Seed-Oil/Glucose/Glycine-Soja-Meal/Malt-Extract/Yeast-Extract-Ferment-Filtrate
moisturizer-humectant,Pseudozyma-Epicola/Camellia-Sinensis-Seed-Oil/Glucose/Malt-Extract/Soybean-Flour/Yeast-Extract-Ferment-Filtrate
moisturizer-humectant,Pseudozyma-Epicola/Olive-Fruit-Oil-Ferment-Filtrate
moisturizer-humectant,Pseudozyma-Epicola/Safflower-Seed-Oil-Ferment-Extract-Filtrate
moisturizer-humectant,Pseudozyma-Epicola/Soybean-Flour/Apricot-Kernel-Oil/Olive-Fruit-Oil/Sunflower-Seed-Oil/Sweet-Almond-Oil/Panax-Ginseng-Root-Extract-Ferment-Extract-Filtrate
moisturizer-humectant,Pseudozyma-Epicola/Soybean-Flour/Apricot-Kernel-Oil/Olive-Fruit-Oil/Sweet-Almond-Oil/Sunflower-Seed-Oil/Licorice-Root-Extract-Ferment-Extract-Filtrate
moisturizer-humectant,Pseudozyma-Epicola/Sunflower-Seed-Oil-Ferment-Extract-Filtrate
moisturizer-humectant,Pueraria-Lobata-Root-Extract
moisturizer-humectant,Pyridoxine-Tris-Hexyldecanoate
moisturizer-humectant,Pyrroloquinoline-Quinone
moisturizer-humectant,Pyrus-Malus-Fruit-Extract
moisturizer-humectant,Quercus-Acutissima-Wood-Vinegar-Extract
moisturizer-humectant,Quercus-Robur-Wood-Extract
moisturizer-humectant,Quillaja-Saponaria-Bark-Extract
moisturizer-humectant,Raffinose
moisturizer-humectant,Raphanus-Sativus-Leaf-Extract
moisturizer-humectant,Raspberry-Seed-Oil/Tocopheryl-Succinate-Aminopropanediol-Esters
moisturizer-humectant,Raspberryketone-Glucoside
moisturizer-humectant,Rhamnose
moisturizer-humectant,Rheum-Tanguticum-Root-Extract
moisturizer-humectant,Rhododendron-Adamsii-Leaf/Stem-Extract
moisturizer-humectant,Rhodomyrtus-Tomentosa-Fruit-Extract
moisturizer-humectant,Ribes-Grossularia-Fruit-Extract
moisturizer-humectant,Ribes-Nigrum-Seed-Extract
moisturizer-humectant,Ribose
moisturizer-humectant,Rice-Ferment-Lees
moisturizer-humectant,Rice-SH-Polypeptide-1
moisturizer-humectant,Rosa-Canina-Fruit/Flower-Extract
moisturizer-humectant,Rosa-Canina-Seed-Extract
moisturizer-humectant,Rosa-Damascena-Callus-Culture-Extract
moisturizer-humectant,Rosa-Davurica-Leaf-Extract
moisturizer-humectant,Rosa-Hybrid-Callus-Culture-Extract
moisturizer-humectant,Rosa-Multiflora-Extract
moisturizer-humectant,Rosa-Multiflora-Flower-Extract
moisturizer-humectant,Rosa-Rugosa-Bud-Powder
moisturizer-humectant,Rosa-Rugosa-Leaf-Extract
moisturizer-humectant,Rosa-Rugosa-Stem-Extract
moisturizer-humectant,Rubia-Cordifolia-Stem-Extract
moisturizer-humectant,Rubus-Arcticus-Callus-Extract
moisturizer-humectant,Rubus-Chamaemorus-Fruit-Juice-Extract
moisturizer-humectant,Rubus-Ellipticus-Root-Extract
moisturizer-humectant,SH-Oligopeptide-9
moisturizer-humectant,SH-Polypeptide-6
moisturizer-humectant,Saccharide-Hydrolysate
moisturizer-humectant,Saccharide-Isomerate
moisturizer-humectant,Saccharina-Longicruris-Extract
moisturizer-humectant,Saccharomyces-Cerevisiae-Extract
moisturizer-humectant,Saccharomyces-Ferment-Filtrate
moisturizer-humectant,Saccharomyces-Lysate-Extract
moisturizer-humectant,Saccharomyces/Barley-Seed-Ferment-Filtrate
moisturizer-humectant,Saccharomyces/Camellia-Sinensis-Leaf/Cladosiphon-Okamuranus/Rice-Ferment-Filtrate
moisturizer-humectant,Saccharomyces/Coconut-Flower-Nectar-Ferment-Filtrate
moisturizer-humectant,Saccharomyces/Pineapple-Fruit/Sucrose-Ferment-Filtrate
moisturizer-humectant,Saccharomyces/Potato-Extract-Ferment-Filtrate
moisturizer-humectant,Saccharomyces/Prunus-Mume-Extract-Ferment-Filtrate
moisturizer-humectant,Saccharomyces/Rice-Bran-Ferment
moisturizer-humectant,Saccharomyces/Triticum-Aestivum-Seed-Ferment-Extract
moisturizer-humectant,Saccharum-Officinarum-Extract
moisturizer-humectant,Saccharum-Spontaneum-Extract
moisturizer-humectant,Safflower-Oil/Palm-Oil-Aminopropanediol-Esters
moisturizer-humectant,Salicornia-Herbacea-Extract
moisturizer-humectant,Salvia-Hispanica-Seed-Oil
moisturizer-humectant,Salvia-Plebeia-Extract
moisturizer-humectant,Santalum-Acuminatum-Fruit-Extract
moisturizer-humectant,Sasa-Kurilensis-Leaf/Stem-Extract
moisturizer-humectant,Saussurea-Involucrata-Extract
moisturizer-humectant,Scenedesmus-Deserticola-Ferment-Extract
moisturizer-humectant,Schinus-Molle-Fruit-Extract
moisturizer-humectant,Schizophyllan
moisturizer-humectant,Schizophyllum-Commune/Citrus-Unshiu-Peel-Extract-Ferment-Filtrate
moisturizer-humectant,Schizosaccharomyces-Ferment-Filtrate
moisturizer-humectant,Scutellaria-Baicalensis-Root-Extract
moisturizer-humectant,Sea-Squirt-Lipids
moisturizer-humectant,Sedum-Sarmentosum-Extract
moisturizer-humectant,Serum-Albumin
moisturizer-humectant,Serum-Protein
moisturizer-humectant,Sesame-Amino-Acids
moisturizer-humectant,Sesamum-Indicum-Sprout-Extract
moisturizer-humectant,Setaria-Italica-Seed-Extract
moisturizer-humectant,Sh-Polypeptide-8
moisturizer-humectant,Shark-Fin-Extract
moisturizer-humectant,Silk-Amino-Acids
moisturizer-humectant,Silkworm-Cocoon-Extract
moisturizer-humectant,Silt
moisturizer-humectant,Simmondsia-Chinensis-Leaf-Extract
moisturizer-humectant,Simmondsia-Chinensis-Meal-Extract
moisturizer-humectant,Snail-Secretion-Filtrate
moisturizer-humectant,Sodium-Acetylated-Hyaluronate
moisturizer-humectant,Sodium-Algin-Sulfate
moisturizer-humectant,Sodium-Alginate-Sulfate
moisturizer-humectant,Sodium-Ascorbyl-Glucoside
moisturizer-humectant,Sodium-Aspartate
moisturizer-humectant,Sodium-Butyroyl-Hyaluronate
moisturizer-humectant,Sodium-Caproyl-Prolinate
moisturizer-humectant,Sodium-Carboxymethyl-Hyaluronate
moisturizer-humectant,Sodium-Chondroitin-Sulfate
moisturizer-humectant,Sodium-Dilauramidoglutamide-Lysine
moisturizer-humectant,Sodium-Gluconate
moisturizer-humectant,Sodium-Glucuronate
moisturizer-humectant,Sodium-Hyaluronate
moisturizer-humectant,Sodium-Hyaluronate-Crosspolymer
moisturizer-humectant,Sodium-Hyaluronate-Crosspolymer-2
moisturizer-humectant,Sodium-Hyaluronate-Crosspolymer-3
moisturizer-humectant,Sodium-Hyaluronate-Dimethylsilanol
moisturizer-humectant,Sodium-Lactate
moisturizer-humectant,Sodium-Malate
moisturizer-humectant,Sodium-Mannose-Phosphate
moisturizer-humectant,Sodium-PCA
moisturizer-humectant,Sodium-Polyaspartate
moisturizer-humectant,Sodium-Polyglutamate
moisturizer-humectant,Solanum-Lycopersicum-Fruit
moisturizer-humectant,Solanum-Tuberosum-Pulp-Water
moisturizer-humectant,Soluble-Collagen
moisturizer-humectant,Sorbeth-30
moisturizer-humectant,Sorbitol
moisturizer-humectant,Sorbus-Aucuparia-Fruit/Leaf-Extract
moisturizer-humectant,Sorbus-Torminalis-Fruit-Extract
moisturizer-humectant,Soy-Amino-Acids
moisturizer-humectant,Soy-Protein-Phthalate
moisturizer-humectant,Sparassis-Crispa-Extract
moisturizer-humectant,Spatholobus-Suberectus-Extract
moisturizer-humectant,Spondias-Mombin-Fruit-Extract
moisturizer-humectant,Sr-Hydrozoan-Polypeptide-1
moisturizer-humectant,Staphylococcus-Epidermidis-Ferment-Filtrate
moisturizer-humectant,Stearyl-Palmitate
moisturizer-humectant,Stearyl/Octyldodecyl-Citrate-Crosspolymer
moisturizer-humectant,Stellera-Chamaejasme-Flower/Leaf/Stem-Extract
moisturizer-humectant,Streptococcus-Thermophilus-Ferment
moisturizer-humectant,Sucrose
moisturizer-humectant,Sucrose-Hexaisostearate
moisturizer-humectant,Sucrose-Pentahydroxystearate
moisturizer-humectant,Sulfated-Castor-Oil
moisturizer-humectant,Swertia-Chirata-Extract
moisturizer-humectant,Symplocos-Racemosa-Bark-Extract
moisturizer-humectant,Synurus-Palmatopinnatifidus-Leaf/Stem-Extract
moisturizer-humectant,Syringa-Oblata-Bark/Leaf-Powder
moisturizer-humectant,Syzygium-Leuhmanii-Fruit-Extract
moisturizer-humectant,Syzygium-Luehmannii-Fruit-Extract
moisturizer-humectant,Tabebuia-Avellanedae-Bark-Extract
moisturizer-humectant,Tamarindus-Indica-Seed-Extract
moisturizer-humectant,Tamarindus-Indica-Seed-Gum
moisturizer-humectant,Tea-Lactate
moisturizer-humectant,Telopea-Speciosissima-Flower/Leaf-Extract
moisturizer-humectant,Terminalia-Ferdinandiana-Seed-Oil
moisturizer-humectant,Theanine
moisturizer-humectant,Thuja-Orientalis-Extract
moisturizer-humectant,Thymus-Hydrolysate
moisturizer-humectant,Tilia-Cordata-Leaf-Extract
moisturizer-humectant,Tocopheryl-Retinoate
moisturizer-humectant,Trachelospermum-Asiaticum-Flower/Leaf/Stem-Extract
moisturizer-humectant,Trehalose
moisturizer-humectant,Tremella-Fuciformis-Extract
moisturizer-humectant,Tremella-Fuciformis-Fruiting-Body-Extract
moisturizer-humectant,Tremella-Fuciformis-Polysaccharide
moisturizer-humectant,Tremella-Fuciformis-Sporocarp-Extract
moisturizer-humectant,Triacontanyl-Pvp
moisturizer-humectant,Tricholoma-Matsutake-Mycelium-Ferment-Extract
moisturizer-humectant,Trifluoromethyl-C1-4-Alkyl-Dimethicone
moisturizer-humectant,Trimethylolpropane
moisturizer-humectant,Trioxaundecanedioic-Acid
moisturizer-humectant,Tripropylene-Glycol
moisturizer-humectant,Triticum-Vulgare-Germ-Oil
moisturizer-humectant,Triticum-Vulgare-Gluten
moisturizer-humectant,Tuber-Melanosporum-Extract
moisturizer-humectant,Tulipa-Gesneriana-Phytoplacenta-Extract
moisturizer-humectant,Ubiquinol
moisturizer-humectant,Ulmus-Davidiana-Root-Extract
moisturizer-humectant,Ulmus-Fulva-Bark
moisturizer-humectant,Ulmus-Fulva-Bark-Extract
moisturizer-humectant,Undaria-Pinnatifida-Root-Powder
moisturizer-humectant,Urea
moisturizer-humectant,Velvet-Extract
moisturizer-humectant,Veronicastrum-Sibiricum-Extract
moisturizer-humectant,Virola-Sebifera-Nut-Oil
moisturizer-humectant,Vitis-Vinifera-Fruit-Extract
moisturizer-humectant,Withania-Somnifera-Leaf-Extract
moisturizer-humectant,Xanthan-Hydroxypropyltrimonium-Chloride
moisturizer-humectant,Xylitol
moisturizer-humectant,Xylityl-Caprate/Caprylate
moisturizer-humectant,Xylityl-Cocoate
moisturizer-humectant,Xylityl-Sesquicaprylate
moisturizer-humectant,Xylitylglucoside
moisturizer-humectant,Xylose
moisturizer-humectant,Yak-Milk
moisturizer-humectant,Yeast-Amino-Acids
moisturizer-humectant,Yeast-Extract
moisturizer-humectant,Zinc-Hydrolyzed-Hyaluronate
moisturizer-humectant,Zinc-Pca
moisturizer-humectant,Zingiber-Cassumunar-Root-Extract
moisturizer-humectant,Zymomonas-Ferment-Extract
perfuming,"2,4-Dimethyl-3-Cyclohexene-Carboxaldehyde"
